COD_ORG,3
COD_ACCT_NBR,19
COD_RECORD_NBR,3
COD_RECORD_TYPE,2
COD_LOGO,3
DAT_DATE_LAST_MAINTAINED,8
COD_PLAN_NBR,5
DAT_DATE_ADDED,8
DAT_LOAN_AGREEMENT_DATE,8
DAT_FIRST_PAYMENT_DATE,8
DAT_FINAL_PAYMENT_DATE,8
MEA_LOAN_INT_RT,9
COD_CURRENT_LOAN_TERM,3
COD_REMAINING_LOAN_TERM,3
COD_LOAN_BLNG_TERM,3
MEA_ORIG_DISCLSD_LOAN_AMT,19
COD_ORIG_DISCLSD_LOAN_PRIN,19
MEA_ORIG_DISCLSD_LOAN_INT,19
COD_ORIG_DISCLSD_LOAN_INS,19
MEA_INITIAL_LOAN_AMT,19
MEA_INITIAL_PRIN_BAL,19
MEA_INITIAL_INT,19
COD_INITIAL_INS,19
COD_INSURANCE_CAPPED_IND,1
COD_INTEREST_COMP_CALC_IND,1
COD_INSURANCE_COMP_CALC_IND,1
COD_USER_FEE_1_COMP_CALC_IND,1
COD_USER_FEE_2_COMP_CALC_IND,1
COD_USER_FEE_3_COMP_CALC_IND,1
COD_USER_FEE_4_COMP_CALC_IND,1
COD_USER_FEE_5_COMP_CALC_IND,1
COD_USER_FEE_6_COMP_CALC_IND,1
MEA_DEPOSIT_AMT,19
COD_DISPERSAL_METHOD,1
MEA_IMBALANCE_DAYS,2
MEA_IMBALANCE_DUE,2
MEA_IMBALANCE_MAX,2
COD_IMBALANCE_BLOCK_CODE,1
FLG_IMBAL_OVER_THRESHOLD_FG,1
MEA_IMBALANCE_OVER_AMT,19
MEA_IMBALANCE_OVER_PERCENT,9
DES_LIFETODATE_NET_SALES,19
MEA_PRECOMPUTED_INT,19
MEA_PRECOMPUTED_INS,19
MEA_PRECOMPUTED_USER_FEE_1,19
MEA_PRECOMPUTED_USER_FEE_2,19
MEA_PRECOMPUTED_USER_FEE_3,19
MEA_PRECOMPUTED_USER_FEE_4,19
MEA_PRECOMPUTED_USER_FEE_5,19
MEA_PRECOMPUTED_USER_FEE_6,19
DES_PRECOMPUTED_PRIN,19
COD_INITIAL_TERM,3
MEA_NUMBER_TIMES_RESCHEDULE,3
DAT_DATE_LAST_RESCHEDULED,8
COD_RESCHEDULED_RSN,1
COD_RESCHEDULE_LETTER_ID,3
FLG_IMBAL_UNDER_THRESHOLD_FG,1
COD_LOAN_RECORD_TYPE,1
MEA_FIXED_INT_AMT,19
MEA_INITIAL_USER_FEE_1,19
MEA_INITIAL_USER_FEE_2,19
MEA_INITIAL_USER_FEE_3,19
MEA_INITIAL_USER_FEE_4,19
MEA_INITIAL_USER_FEE_5,19
MEA_INITIAL_USER_FEE_6,19
MEA_FIRST_PAYMENT,19
MEA_FINAL_PAYMENT,19
COD_ACTUARIAL_APR,9
MEA_NUMBER_PAYMENT_DT_CHN,3
COD_REFERENCE_NBR,23
DES_FILLER_1,414
Interest Cap Indicator,1
DAT_EXTRACT_DATE,8
COD_RECORD_DELIMITER,1
DES_FILLER_2,150
