COD_ORG,3
COD_ACCT_NBR,19
NUM_DNI,19
COD_INS_PROD,2
MEA_INS_PREMIUM,17
COD_INS_STATUS,1
COD_CANCELLATION_RSN,1
DAT_DATE_LAST_BILLED,10
MEA_AMT_LAST_PREMIUM,17
DAT_INS_EFFECTIVE_DATE,10
DAT_DATE_LAST_CLAIM,10
DAT_CANCELLATION_DATE,10
DAT_REINSTATEMENT_DATE,10
COD_INS_PREMIUM_STATE,3
MEA_MONTHTODATE_PREMIUM,17
DAT_STATUS_CHANGE_DATE,10
COD_INSURED_PARTY,1
COD_CUST_NBR,19
FLG_ACTIVE_FLAG,1
COD_SOURCE_CODE,2
COD_CURRENT_CLAIM_STATUS,1
DAT_CURRENT_CLAIM_STATUS_DT,10
COD_CURRENT_CLAIM_RSN,2
MEA_CYCLETODATE_PREMIUM,17
MEA_YEARTODATE_PREMIUM,17
COD_INS_RT_METHOD,2
MEA_INS_CLAIM_BAL,17
DAT_CURRENT_CLAIM_END_DATE,10
COD_INS_OCCURRENCE,2
COD_INS_GROUP_POLICY_NBR,9
COD_INS_CERTIFICATE_NBR,10
COD_INS_POLICY_REF_NBR,18
DAT_INS_SALES_DAT,10
DAT_INS_FREE_LOOK_PER_END_DAT,10
DES_ORIGEN,1
